MIS_Status,LoanNr_ChkDgt,Name,City,State,Zip,Bank,BankState,NAICS,ApprovalDate,ApprovalFY,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,DisbursementDate,DisbursementGross,BalanceGross,GrAppv,SBA_Appv,New,RealEstate,Portion,Recession,daysterm,xx
P I F,6196884010,FOUQUETTE COMMERCIAL REAL ESTA,LOS ANGELES,CA,90034,HERITAGE BANK OF COMMERCE,CA,531312,15789,2003,300,5,1,3,5,1,1,0,N,15825,294000,0,294000,220500,0,1,0.75,0,9000,24825
CHGOFF,2461385002,"SR CAPITAL GROUP, INC.",BEVERLY HILLS,CA,90211,U.S. BANK NATIONAL ASSOCIATION,OH,531312,17303,2007,19,1,1,0,1,0,1,Y,N,17317,32321,0,15000,7500,0,0,0.5,1,570,17887
P I F,5213994006,BATES COMPANY,MONROVIA,CA,91016,WELLS FARGO BANK NATL ASSOC,CA,531210,15384,2002,60,8,1,5,5,1,1,0,N,15521,150000,0,150000,75000,0,0,0.5,0,1800,17321
P I F,6261514001,KEN PECUS REALTOR,CORONADO,CA,92116,CALIFORNIA BANK & TRUST,CA,531210,15816,2003,60,3,1,2,3,1,1,0,N,15825,50000,0,50000,25000,0,0,0.5,1,1800,17625
P I F,3386416009,CONCRETE SOLUTIONS & SUPPLY,THOUSAND OAKS,CA,91362,PACIFIC MERCANTILE BANK,CA,532490,17757,2008,84,15,1,3,18,1,1,0,N,17775,250000,0,250000,125000,0,0,0.5,0,2520,20295
P I F,2439925002,FRONTIER HOLDINGS GROUP LLC,NEWARK,CA,94560,U.S. BANK NATIONAL ASSOCIATION,OH,531311,17293,2007,84,2,1,0,2,0,1,Y,N,17317,50000,0,50000,25000,0,0,0.5,0,2520,19837
P I F,5770654001,OSUNA EQUIPMENT RENTALS,DEL MAR,CA,92014,CALIFORNIA BANK & TRUST,CA,532412,15623,2003,36,2,1,0,2,1,2,0,N,15886,16200,0,16700,8350,0,0,0.5,0,1080,16966
CHGOFF,2745195006,PREMIER COAST FINANCIAL SERVIC,OXNARD,CA,93030,CAPITAL ONE NATL ASSOC,VA,531210,17444,2008,67,2,1,0,2,0,1,N,N,17500,35000,0,35000,17500,0,0,0.5,0,2010,19510
P I F,3588023009,LASER LAND,SAN JOSE,CA,95129,WELLS FARGO BANK NATL ASSOC,CA,532230,10909,1990,84,3,2,0,0,1,0,N,N,10988,115000,0,115000,103500,1,0,0.9,0,2520,13508
CHGOFF,1528046002,PLANET VIDEO,NORTH HOLLYWOOD,CA,91606,WELLS FARGO BANK NATL ASSOC,SD,532230,16889,2006,38,3,1,0,3,1,1,Y,N,16952,49959,0,30000,15000,0,0,0.5,0,1140,18092
CHGOFF,1904875002,"Silverwood Mortgage, Inc.",LOS ANGELES,CA,90071,BANK OF AMERICA NATL ASSOC,NC,531210,16985,2006,51,7,1,0,7,0,1,N,N,17135,75000,0,35000,17500,0,0,0.5,0,1530,18665
P I F,2480096000,FALLBROOK EQUIPMENT RENTALS,SAN DIEGO,CA,92123,SBA - EDF ENFORCEMENT ACTION,CO,532412,17092,2007,240,36,1,4,36,1,1,0,N,17183,804000,0,804000,804000,0,1,1,0,7200,24383
CHGOFF,1717255009,GOOD LAND INCHRIST INC.,FULLERTON,CA,92832,CALIFORNIA BANK & TRUST,CA,531320,16877,2006,60,4,2,1,4,0,1,N,N,16891,100000,0,100000,50000,1,0,0.5,0,1800,18691
P I F,2185214004,RENT A WRECK,RESEDA,CA,91335,U.S. BANK NATIONAL ASSOCIATION,OH,532111,14069,1998,300,5,1,0,0,1,0,0,N,14091,180000,0,180000,135000,0,1,0.75,0,9000,23091
CHGOFF,2789345005,"VALUATION ONE, INC",SAN DIMAS,CA,91773,CAPITAL ONE BK (USA) NATL ASSO,VA,531320,17471,2008,54,17,1,0,17,0,1,Y,N,17500,121210,0,50000,25000,0,0,0.5,0,1620,19120
P I F,9797314002,PUMP IT UP OF RANCHO CUCAMONGA,WILDOMAR,CA,92595,JPMORGAN CHASE BANK NATL ASSOC,IL,532299,16828,2006,84,14,1,0,14,1,2,Y,N,16860,49186,0,20000,10000,0,0,0.5,0,2520,19380
CHGOFF,2544785010,"HONEY EQUIPMENT, INC.",RAMONA,CA,92065,CAPITAL ONE NATL ASSOC,VA,532412,17345,2007,22,2,1,0,2,0,1,N,N,17378,50000,0,50000,25000,0,0,0.5,1,660,18038
P I F,4188514005,B & N WATER TRUCKING CO.,TRACY,CA,95376,CENTRAL VALLEY COMMUNITY BANK,CA,532411,14983,2001,60,1,2,0,0,1,1,0,Y,15034,30000,0,30000,25500,1,0,0.85,0,1800,16834
P I F,6982324003,SANTA BARBARA OLD TOWN TROLLEY,SANTA BARBARA,CA,93101,MONTECITO BANK & TRUST,CA,532299,16041,2004,120,10,1,2,0,1,1,0,N,16070,208000,0,208000,156000,0,0,0.75,0,3600,19670
P I F,5563634003,SNO-RANCHERIA INC,LAKESHORE,CA,93634,CENTRAL VALLEY COMMUNITY BANK,CA,532292,15547,2002,60,5,1,0,5,1,1,0,N,15583,75000,0,75000,63750,0,0,0.85,0,1800,17383
CHGOFF,7959854005,SOMMERVILLE INVESTMENT COMPANY,LOS ANGELES,CA,90043,U.S. BANK NATIONAL ASSOCIATION,OH,531311,16363,2005,300,7,1,4,3,1,1,0,N,16436,403700,0,403700,302775,0,1,0.75,0,9000,25436
P I F,5611744007,A1 COAST RENTALS INC,TORRANCE,CA,90505,COMMUNITY BANK,CA,532412,15565,2002,120,48,1,5,48,1,1,0,N,15644,2000000,0,2000000,1000000,0,0,0.5,0,3600,19244
P I F,2753185003,Exit Grand Heritage Realty,LA VERNE,CA,91750,UMPQUA BANK,OR,531210,17450,2008,99,1,1,1,1,0,1,N,N,17470,50000,0,50000,42500,0,0,0.85,0,2970,20440
P I F,7454734009,SHIRVAN REALTY GROUP AND SHIRV,PASADENA,CA,91104,BANC OF CALIFORNIA NATL ASSOC,CA,531210,16211,2004,300,6,1,0,6,1,1,0,N,16222,924000,0,924000,693000,0,1,0.75,0,9000,25222
P I F,2546236009,2003 MINA POURANG FAMILY TRUST,IRVINE,CA,92618,SOUTHLAND ECONOMIC DEVEL CORP,CA,531210,17129,2007,240,10,1,7,10,1,1,0,N,17302,248000,0,248000,248000,0,1,1,0,7200,24502
P I F,1460875000,"Atlas Marketing Group, Inc.",SACRAMENTO,CA,95821,U.S. BANK NATIONAL ASSOCIATION,OH,531311,16698,2005,61,1,1,1,2,0,1,Y,N,17197,53450,0,25000,12500,0,0,0.5,0,1830,19027
P I F,3620504008,VIDEO KAMRON,CORTE MADERA,CA,94925,MUFG UNION BANK NATL ASSOC,CA,532230,14676,2000,300,3,1,0,0,1,1,N,N,14730,480000,0,480000,360000,0,1,0.75,0,9000,23730
P I F,4697704001,DEAN OF VIDEO,DOWNEY,CA,90241,WILSHIRE BANK,CA,532230,15176,2001,120,5,1,0,5,1,1,0,N,15218,120000,0,120000,102000,0,0,0.85,0,3600,18818
CHGOFF,2443385009,"BRIAN D. GARBUTT, INC.",NEWPORT BEACH,CA,92660,CAPITAL ONE NATL ASSOC,VA,531390,17295,2007,51,1,1,0,1,0,1,Y,N,17409,135269,0,50000,25000,0,0,0.5,0,1530,18939
CHGOFF,2352695002,Miguel Armendarez and Neveen S,Redondo Beach,CA,90277,SOUTH CNTY BANK NATL ASSOC,CA,532220,17250,2007,101,3,1,2,3,0,1,N,N,17256,200000,0,200000,150000,0,0,0.75,0,3030,20286
CHGOFF,2271146006,REALTY WORLD REAL ESTATE,MADERA,CA,93638,COAST NATIONAL BANK,CA,531210,17009,2006,273,16,1,5,16,68905,2,0,N,17044,120000,0,120000,90000,0,1,0.75,0,8190,25234
P I F,9202224001,CHAMP VIDEO & WIRELESS,VAN NUYS,CA,91405,UNITI BANK,CA,532230,16735,2006,84,3,1,0,3,1,1,0,N,16770,150000,0,150000,75000,0,0,0.5,0,2520,19290
P I F,4050905008,C&D Real Estate Appraisal & Re,Roseville,CA,95678,SBA - EDF ENFORCEMENT ACTION,CO,531320,18379,2010,240,14,1,8,0,0,1,N,N,18548,215000,0,215000,215000,0,1,1,0,7200,25748
P I F,2505476004,JB HOMES MORTGAGE INC,LONG BEACH,CA,90807,SOUTHLAND ECONOMIC DEVEL CORP,CA,531210,17106,2007,240,10,1,7,10,1,1,0,N,17239,234000,0,234000,234000,0,1,1,0,7200,24439
P I F,7469704003,ALPINE POWER EQUIPMENT,TAHOE CITY,CA,96145,BANK OF THE WEST,CA,532310,16217,2004,300,3,1,3,6,1,1,0,N,16252,371000,0,371000,278250,0,1,0.75,0,9000,25252
CHGOFF,4293395004,JBM Family Trust dated April 1,LOS ANGELES,CA,90034,BANC OF CALIFORNIA NATL ASSOC,CA,531312,18536,2011,300,14,1,0,14,0,1,N,N,18567,510000,0,510000,459000,0,1,0.9,0,9000,27567
CHGOFF,1617135000,MAROL DEAN CONNELLY DBA PROPER,MANTECA,CA,95337,CAPITAL ONE NATL ASSOC,VA,531210,16818,2006,59,1,1,2,1,0,1,N,N,16860,50000,0,50000,25000,0,0,0.5,0,1770,18630
P I F,2569476003,M & M QUINTANILLA REALTY INC,CERES,CA,95307,CEN CAL BUSINESS FINANCE GROUP,CA,531210,17142,2007,240,2,1,4,0,1,1,0,N,17330,157000,0,157000,157000,0,1,1,0,7200,24530
CHGOFF,1430295002,Universal Properties & Financi,CANOGA PARK,CA,91303,BANK OF AMERICA NATL ASSOC,NC,531390,16673,2005,44,13,1,0,13,0,1,N,N,16709,45000,0,45000,22500,0,0,0.5,1,1320,18029
P I F,1091405003,THE FRANK TEHAN CORPORATION,KENSINGTON,CA,94707,CAPITAL ONE NATL ASSOC,VA,532299,16371,2005,84,3,1,0,0,1,1,N,N,16405,25000,0,25000,12500,0,0,0.5,0,2520,18925
CHGOFF,7965304000,EXECUTIVE OFFICE CENTERS,LA PALMA,CA,90623,WELLS FARGO BANK NATL ASSOC,SD,531120,16364,2005,38,2,1,1,3,1,1,Y,N,16436,99340,0,40000,20000,0,0,0.5,1,1140,17576
CHGOFF,2093375005,Sambath Som & Nelson Nguyen (E,San Jose,CA,95138,BBCN BANK,CA,531390,17101,2007,220,23,1,0,23,0,1,N,N,17135,791000,0,791000,593250,0,0,0.75,0,6600,23735
P I F,9629034002,MCCABE MANAGEMENT,SANTA MONICA,CA,90404,WELLS FARGO BANK NATL ASSOC,SD,531390,16811,2006,60,2,1,0,2,1,1,0,N,16891,100000,0,100000,50000,0,0,0.5,0,1800,18691
P I F,4866104000,CARL'S RENTALS,SAN DIEGO,CA,92105,MUFG UNION BANK NATL ASSOC,CA,532120,15215,2001,300,12,1,0,12,1,1,0,N,15248,96800,0,96800,82280,0,1,0.85,0,9000,24248
P I F,6104864008,HELPING HANDS MED. SUPPLIES ET,VENTURA,CA,91362,CALIFORNIA UNITED BANK,CA,532291,15750,2003,87,6,2,0,0,1,1,N,N,15764,78000,0,78000,66300,1,0,0.85,0,2610,18374
P I F,5615033007,ECONO LUBE N' TUNE #114,CORONA,CA,91719,WELLS FARGO BANK NATL ASSOC,SD,533110,12142,1993,60,5,2,0,0,26685,0,N,N,12173,145590,0,145590,131031,1,0,0.9,0,1800,13973
CHGOFF,2855386001,SUNBELT BUSINESS BROKERS,ALAMEDA,CA,94502,MORTGAGE CAP. DEVEL CORP,CA,531390,17335,2007,240,1,1,4,0,79897,1,0,N,17575,291000,0,291000,291000,0,1,1,0,7200,24775
CHGOFF,5965014008,PACIFIC REAL ESTATE CENTER INC,PACIFIC MANOR,CA,94044,U.S. BANK NATIONAL ASSOCIATION,OH,531210,15694,2003,300,9,1,0,9,1,1,0,N,15705,1020000,0,1020000,765000,0,1,0.75,0,9000,24705
P I F,5656334006,CAPITAL MANAGEMENT SERVICES,PLACERVILLE,CA,95667,UMPQUA BANK,OR,531312,15581,2002,84,1,1,1,2,1,1,0,N,15644,25000,0,25000,21250,0,0,0.85,0,2520,18164
P I F,5652134008,BJ PARTY SUPPLIES,MONTEREY PARK,CA,91745,OPUS BANK,CA,532299,15580,2002,300,15,1,0,15,1,1,0,N,15613,625500,0,625500,469125,0,1,0.75,0,9000,24613
CHGOFF,1908466001,WICKED RENTALS,SYLMAR,CA,91342,MUFG UNION BANK NATL ASSOC,CA,532292,16923,2006,44,1,2,0,1,1,1,Y,N,16952,9500,0,5500,2750,1,0,0.5,0,1320,18272
CHGOFF,9005144002,PREMIERE PROPERTY APPRAISALS I,OAKLAND,CA,94610,WELLS FARGO BANK NATL ASSOC,SD,531320,16642,2005,28,5,1,1,5,1,1,Y,N,16679,51272,0,25000,12500,0,0,0.5,1,840,17519
P I F,4096914010,ROBERT SHEA PERDUE R.A. APPRAI,TEMECULA,CA,92590,CDC SMALL BUS. FINAN CORP,CA,531320,14944,2001,240,3,1,5,3,1,1,N,N,15440,162000,0,188000,188000,0,1,1,0,7200,22640
P I F,4401814001,VINOTHEQUE WINE CELLARS,STOCKTON,CA,95205,U.S. BANK NATIONAL ASSOCIATION,OH,531120,15062,2001,300,50,1,0,0,1,1,N,N,15126,143000,0,143000,107250,0,1,0.75,0,9000,24126
CHGOFF,2755906005,GALLERIA WEDDING GROUP INC,LOS ANGELES,CA,90006,BANCO POPULAR NORTH AMERICA,NY,532220,17269,2007,0,8,1,0,8,1,1,Y,N,17378,90000,0,90000,45000,0,0,0.5,0,0,17378
P I F,2498946004,CALIFORNIA COASTAL REAL ESTATE,SAN LUIS OBISPO,CA,93401,COAST NATIONAL BANK,CA,531210,17101,2007,12,2,2,2,4,1,2,Y,N,17135,43550,0,25000,12500,1,0,0.5,0,360,17495
P I F,4310185003,Cast Logistics LLC,Watsonville,CA,95076,SANTA CRUZ COUNTY BANK,CA,531120,18548,2011,120,1,1,0,1,0,2,N,N,18567,500000,0,500000,450000,0,0,0.9,0,3600,22167
P I F,1597665008,Advanced Performance Real Esta,STOCKTON,CA,95212,BANK OF AMERICA NATL ASSOC,NC,531210,16799,2006,49,1,2,0,1,0,1,N,N,16982,7000,0,7000,3500,1,0,0.5,0,1470,18452
P I F,3234444005,VALLEY VIDEO,COTTONWOOD,CA,96022,NORTH VALLEY BANK,CA,532230,14524,2000,300,4,1,4,4,1,1,0,N,14548,180000,0,180000,135000,0,1,0.75,0,9000,23548
P I F,6494994006,YOUNGS VIDEO,GARDEN GROVE,CA,92844,BANK OF AMERICA NATL ASSOC,NC,532210,15901,2003,84,2,2,0,2,1,1,Y,N,15917,9424,0,10000,5000,1,0,0.5,0,2520,18437
P I F,6164064006,AT THE HELM BOAT RENTALS,MORRO BAY,CA,93442,COAST NATIONAL BANK,CA,532292,15776,2003,120,1,2,1,1,1,2,0,N,15856,120000,0,120000,102000,1,0,0.85,0,3600,19456
P I F,1729145008,Albertson Village Pueblo LLC,SAINT HELENA,CA,94574,U.S. BANK NATIONAL ASSOCIATION,OH,531120,16883,2006,84,2,2,0,2,0,1,Y,N,17531,181219,0,50000,25000,1,0,0.5,0,2520,20051
P I F,5429844006,PALEY COMMERCIAL REAL ESTATE,WOODLAND HILLS,CA,91367,U.S. BANK NATIONAL ASSOCIATION,OH,531210,15490,2002,300,5,1,2,3,1,1,0,N,15583,493400,0,493400,370050,0,1,0.75,0,9000,24583
P I F,2742176001,ALEXANDRA MOARI INC,OAKLAND,CA,94602,JPMORGAN CHASE BANK NATL ASSOC,IL,531210,17260,2007,84,6,1,4,6,1,2,Y,N,17409,125155,0,45000,22500,0,0,0.5,0,2520,19929
CHGOFF,2250255009,Creative Lending Solutions,La Mesa,CA,91941,CALIFORNIA BANK & TRUST,CA,531210,17197,2007,64,5,2,0,5,0,1,Y,N,17225,65000,0,50000,25000,1,0,0.5,0,1920,19145
P I F,9007154009,CYNTHIA THUY VU TEN POINTS REA,SAN JOSE,CA,95112,EAST WEST BANK,CA,531210,16643,2005,300,1,1,1,1,1,1,0,N,16679,679000,0,679000,509250,0,1,0.75,0,9000,25679
P I F,4387084010,BROADWAY VIDEO RENTAL & SALES,LONG BEACH,CA,90803,COMERICA BANK,TX,532230,15055,2001,300,20,1,0,20,1,1,0,N,15095,254500,0,260000,195000,0,1,0.75,0,9000,24095
P I F,8381974003,GLOBAL ONE LENDING LLC,ALHAMBRA,CA,91803,SBA - EDF ENFORCEMENT ACTION,CO,531210,16435,2005,240,535,1,0,535,1,1,0,N,16539,549000,0,549000,549000,0,1,1,0,7200,23739
P I F,7408034010,CHAN EQUIPMENT INC,SAN GABRIEL,CA,91775,FIRST NIAGARA BANK NATL ASSOC,NY,532490,16195,2004,60,2,1,1,2,1,1,0,N,16252,100000,0,100000,50000,0,0,0.5,1,1800,18052
P I F,7194924010,PETERSEN EVENTS CORP A CALIFOR,ARCADIA,CA,91006,CDC SMALL BUS. FINAN CORP,CA,532490,16119,2004,240,4,1,6,0,1,1,0,N,16266,207000,0,207000,207000,0,1,1,0,7200,23466
P I F,4547313000,PHOENIX MERCHANT INVESTMENTS,SACRAMENTO,CA,95827,WELLS FARGO BANK NATL ASSOC,SD,532230,11542,1991,84,25,1,0,0,1,0,N,N,11626,135000,0,135000,121500,0,0,0.9,0,2520,14146
P I F,3434656006,"RMJ & PARTNERS, INC.",SANTA CLARITA,CA,91355,SBA - EDF ENFORCEMENT ACTION,CO,531390,17798,2008,240,4,1,6,0,1,1,0,N,17911,803000,0,803000,803000,0,1,1,0,7200,25111
P I F,2676596010,RENZ & RENZ,GILROY,CA,95020,CALIFORNIA BANK & TRUST,CA,531210,17213,2007,168,2,1,2,4,1,1,0,N,17256,320500,0,320500,240375,0,0,0.75,0,5040,22296
CHGOFF,1519505000,Coldwell Banker The Oakdale Re,OAKDALE,CA,95361,BANK OF AMERICA NATL ASSOC,NC,531210,16737,2006,43,9,1,0,9,0,1,N,N,16860,35000,0,20000,10000,0,0,0.5,0,1290,18150
P I F,3080964004,PERFORMANCE REALTY & NATY ALVA,HESPERIA,CA,92345,DESERT COMMUN BANK A DIVISION,CA,531210,14447,1999,300,11,1,3,0,1,1,0,N,14487,212400,0,212400,159300,0,1,0.75,0,9000,23487
P I F,6857804006,BRIDAL GALLERY,MODESTO,CA,95356,CAPITAL ONE NATL ASSOC,VA,532220,16008,2004,84,3,1,1,3,1,1,0,N,16070,35000,0,35000,17500,0,0,0.5,0,2520,18590
P I F,5755924001,FOUNDATION ESCROW COMPANY,SAN DIEGO,CA,92120,COMERICA BANK,TX,531210,15615,2003,120,1,2,2,2,1,1,0,N,15644,107000,0,107000,90950,1,0,0.85,0,3600,19244
CHGOFF,2428925007,TAE H KIM DBA ODYSSEY VIDEO,MARINA DEL REY,CA,90292,CAPITAL ONE NATL ASSOC,VA,532230,17288,2007,61,5,2,0,5,0,1,N,N,17317,25000,0,25000,12500,1,0,0.5,0,1830,19147
CHGOFF,1682745002,Act Fast Inc,RANCHO SANTA MARGARITA,CA,92688,U.S. BANK NATIONAL ASSOCIATION,OH,531312,16859,2006,61,1,2,0,1,0,1,Y,N,16891,77872,0,41000,20500,1,0,0.5,0,1830,18721
P I F,5650894009,ANTONIO PONCE,BUENA PARK,CA,90620,BANK OF AMERICA NATL ASSOC,NC,532220,15580,2002,84,1,1,0,1,1,1,Y,N,15613,12000,0,25000,12500,0,0,0.5,0,2520,18133
CHGOFF,2223706003,MLJ & ASSOCIATES,CERRITOS (DAIRY VALLEY),CA,90703,BANCO POPULAR NORTH AMERICA,NY,531390,16994,2006,36,4,1,4,4,1,1,Y,N,17074,14649,0,10000,5000,0,0,0.5,0,1080,18154
CHGOFF,2176276001,ENRIQUE SILVA PEREZ,VISTA,CA,92083,MUFG UNION BANK NATL ASSOC,CA,531210,16975,2006,84,1,1,0,1,1,1,Y,N,16982,18770,0,10000,5000,0,0,0.5,0,2520,19502
P I F,4298124007,SOUNDTRONICS WIRELESS A GENERA,BURBANK,CA,91506,U.S. BANK NATIONAL ASSOCIATION,OH,532299,15018,2001,300,4,1,2,2,1,1,0,N,15065,222700,0,222700,167025,0,1,0.75,0,9000,24065
P I F,3011376003,GOLDMINE INVESTMENTS,LOS ANGELES,CA,90703,JPMORGAN CHASE BANK NATL ASSOC,IL,531311,17441,2008,70,2,1,1,2,1,1,Y,N,17470,51400,0,50000,25000,0,0,0.5,0,2100,19570
P I F,6448254006,MAGELLAN REALTY INC,PANORAMA CITY,CA,91402,WELLS FARGO BANK NATL ASSOC,SD,531210,15882,2003,84,4,1,2,4,1,1,Y,N,18383,40111,0,40000,20000,0,0,0.5,0,2520,20903
P I F,5678864002,DOCUSOURCE INC DOCUSOURCE LLC,IRVINE,CA,92614,NATIONAL BANK OF CALIFORNIA,CA,532420,15593,2002,84,75,1,0,75,1,1,0,N,15674,700000,0,700000,525000,0,0,0.75,0,2520,18194
CHGOFF,1122665004,Richard Aguilar dba Big Bounce,TULARE,CA,93274,BANK OF AMERICA NATL ASSOC,NC,532299,16413,2005,4,2,1,0,0,1,1,N,N,16436,12000,0,12000,6000,0,0,0.5,0,120,16556
CHGOFF,2803766006,WRIGHT MORTGAGE CO,SAN DIEGO,CA,92126,MUFG UNION BANK NATL ASSOC,CA,531210,17304,2007,56,6,1,0,0,1,1,Y,N,17317,22215,0,10000,5000,0,0,0.5,0,1680,18997
P I F,1928525007,GEOFFREY DAVID BOWEN DBA GEOFF,FRESNO,CA,93730,CAPITAL ONE NATL ASSOC,VA,531210,17001,2006,84,1,1,0,1,0,1,N,N,17074,25000,0,25000,12500,0,0,0.5,0,2520,19594
P I F,2722125004,"MCBF Real Estate Investors, LL",SALINAS,CA,93905,BANK OF AMERICA NATL ASSOC,NC,531390,17434,2007,84,1,2,0,1,0,1,Y,N,17470,7500,0,5000,2500,1,0,0.5,0,2520,19990
CHGOFF,7461084002,THE VENDIL TRUST (EPC),HERCULES,CA,94547,UMPQUA BANK,OR,531210,16215,2004,208,2,1,0,2,1,1,0,N,16252,420000,0,420000,315000,0,0,0.75,0,6240,22492
P I F,2724716004,THOMAS L BRIDGES PROPERTIES,HAYWARD,CA,94544,"CITIBANK, N.A.",SD,531190,17246,2007,84,1,1,0,1,1,1,Y,N,17256,48350,0,26000,13000,0,0,0.5,0,2520,19776
P I F,1756465005,Buena Vista Partners,SAN FRANCISCO,CA,94111,BANK OF AMERICA NATL ASSOC,NC,531210,16899,2006,84,1,2,0,1,0,1,Y,N,16982,73000,0,63000,31500,1,0,0.5,0,2520,19502
CHGOFF,2443805004,"Gold Value California Reality,",ENCINO,CA,91316,BANK OF AMERICA NATL ASSOC,NC,531210,17295,2007,64,56,1,0,56,0,1,N,N,17317,35000,0,35000,17500,0,0,0.5,0,1920,19237
P I F,6364614010,CALIFORNIA WILSHIRE APPRAISAL,LOS ANGELES,CA,90010,BBCN BANK,CA,531320,15855,2003,300,2,1,0,2,1,1,0,N,15886,765000,0,765000,573750,0,1,0.75,0,9000,24886
P I F,9958873001,EFM ASSOCIATES,LOS ANGELES,CA,90068,WELLS FARGO BANK NATL ASSOC,SD,531110,13557,1997,60,4,1,0,0,1,0,T,N,NA,35000,0,35000,17500,0,0,0.5,0,1800,NA
CHGOFF,5433414009,ABC PARTY RENTALS,CHULA VISTA,CA,91911,BANK OF AMERICA NATL ASSOC,NC,532299,15491,2002,26,3,1,2,3,1,1,T,N,15521,20000,0,20000,10000,0,0,0.5,0,780,16301
P I F,2161834008,VIDEOZONE,HANFORD,CA,93230,CALIFORNIA BANK & TRUST,CA,532230,14056,1998,276,23,1,0,0,1,0,0,N,14425,881800,0,881800,661350,0,1,0.75,0,8280,22705
P I F,2173526009,NDP GROUP LLC A CALIFORNIA LIM,CHINO,CA,91710,FIRST-CITIZENS BK & TR CO,NC,531210,16974,2006,300,4,1,0,4,1,1,0,N,17044,230500,0,230500,172875,0,1,0.75,0,9000,26044
CHGOFF,1868035010,LG Investments & Property Mana,ELK GROVE,CA,95758,BANK OF AMERICA NATL ASSOC,NC,531311,16964,2006,64,2,1,0,2,0,1,T,N,17013,105000,0,35000,17500,0,0,0.5,0,1920,18933
CHGOFF,3020216003,EDWARD EREDIA INVESTMENTS,EL MONTE,CA,91732,"CITIBANK, N.A.",SD,531390,17449,2008,51,4,1,0,4,1,1,Y,N,17470,70000,0,30000,15000,0,0,0.5,0,1530,19000
CHGOFF,2245475000,"W.S.H., LLC",CORONA DL MAR,CA,92625,CAPITAL ONE NATL ASSOC,VA,531320,17195,2007,60,2,1,0,2,0,1,N,N,17225,100000,0,100000,50000,0,0,0.5,0,1800,19025
CHGOFF,2479345010,"Ladera Realty, Inc.",LOS ANGELES,CA,90045,BANK OF AMERICA NATL ASSOC,NC,531390,17311,2007,64,15,1,2,15,0,1,N,N,17347,14500,0,10000,5000,0,0,0.5,0,1920,19267
P I F,2174116006,RE MAX LEGACY,REDDING,CA,96001,CDC SMALL BUS. FINAN CORP,CA,531210,16974,2006,240,13,1,37,13,68060,2,0,N,17057,389000,0,392000,392000,0,1,1,0,7200,24257
P I F,4316633005,VIDEOS TO GO,NORTHRIDGE,CA,91326,CITY NATIONAL BANK,CA,532230,11295,1991,120,5,1,0,0,1,0,N,N,11353,50000,0,50000,40000,0,0,0.8,0,3600,14953
CHGOFF,1554505006,"L.A. CITY BROKERS, INC.",LOS ANGELES,CA,90063,CAPITAL ONE NATL ASSOC,VA,531210,16765,2006,20,12,1,3,12,0,1,Y,N,16801,84492,0,35000,17500,0,0,0.5,0,600,17401
P I F,2291736003,ARRIAGA REAL ESTATE,SACRAMENTO,CA,95816,"CAPITAL ACCESS GROUP, INC.",CA,531210,17015,2006,240,16,1,15,0,1,1,0,N,17120,580000,0,580000,580000,0,1,1,0,7200,24320
P I F,4802054010,HOLLYWOOD HONEYWAGON & PRODUCT,NORTH HOLLYWOOD,CA,91606,MUFG UNION BANK NATL ASSOC,CA,532120,15197,2001,123,4,1,1,4,1,1,0,N,15248,150000,0,150000,127500,0,0,0.85,0,3690,18938
CHGOFF,2507735007,A A Appraisals,NOVATO,CA,94947,U.S. BANK NATIONAL ASSOCIATION,OH,531320,17328,2007,58,1,1,0,1,0,1,Y,N,17347,41711,0,20000,10000,0,0,0.5,0,1740,19087
P I F,3446483001,VIDEO BOX OFFICE,SANTA CRUZ,CA,95066,WELLS FARGO BANK NATL ASSOC,SD,532230,10734,1989,96,10,1,0,0,0,0,N,N,10804,50000,0,50000,45000,0,0,0.9,0,2880,13684
P I F,5756393003,"PATEL, RAMESH M. AND TARLA R",LOS ALTOS,CA,94022,JPMORGAN CHASE BANK NATL ASSOC,OR,532230,12241,1993,120,14,2,0,0,10533,0,N,N,12357,300000,0,300000,255000,1,0,0.85,0,3600,15957
P I F,9893874006,MEGA VIDEO & WIRELESS HIGHLAND,HIGHLAND,CA,92346,UNITI BANK,CA,532230,16838,2006,60,5,2,0,5,1,1,0,N,16891,150000,0,150000,75000,1,0,0.5,0,1800,18691
P I F,5805424003,GET INSURANCE SERVICES,SAN JOSE,CA,95125,CAPITAL ONE NATL ASSOC,VA,531210,15637,2003,84,2,1,0,2,1,1,0,N,15705,50000,0,50000,25000,0,0,0.5,0,2520,18225
P I F,7262084010,MEACHEM/OPPENHEIMER INC.,CAMPBELL,CA,95008,MORTGAGE CAP. DEVEL CORP,CA,531210,16142,2004,240,18,1,10,0,1,1,0,N,16238,931000,0,931000,931000,0,1,1,0,7200,23438
CHGOFF,2649925000,PIANA HOLDINGS INC,ANAHEIM,CA,92807,"SUPERIOR FINANCIAL GROUP, LLC",CA,531210,17399,2007,109,3,1,2,3,0,1,N,N,17409,10000,0,10000,8500,0,0,0.85,0,3270,20679
CHGOFF,7097794006,USA FUNDING GROUP LLC,IRVINE,CA,92618,BANK OF AMERICA NATL ASSOC,NC,531312,16085,2004,55,2,1,0,2,1,1,Y,N,16101,37000,0,37000,18500,0,0,0.5,1,1650,17751
